qid,question
222,"Khi phương tiện giao thông đường sắt hoán cải để thay đổi tính năng sử dụng thì cần làm những thủ tục gì để được cấp giấy chứng nhận chất lượng, an toàn kỹ thuật và bảo vệ môi trường phương tiện giao thông đường sắt?"
223,"Thành phần Hồ sơ đề nghị hỗ trợ khi đầu tư xây dựng công trình thủy lợi nhỏ, thủy lợi nội đồng và tưới tiên tiến, tiết kiệm nước là gì?"
224,Khi nào thì thẻ kiểm định viên đo lường hết hiệu lực?
225,Mức phạt đối với hành vi mở tiệm game bắn cá thâu đêm?
226,Mức phạt hành vi điều khiển xe máy tránh xe không đúng quy định
227,"Tổ chức kinh tế, tổ chức tín dụng có nhu cầu thực hiện hoạt động cung ứng dịch vụ nhận và chi, trả ngoại tệ nộp hồ sơ xin chấp thuận cho cơ quan nào? Thời hạn được xem xét, cấp văn bản cho phép là bao lâu?"
228,Những loại tài liệu nào được cấp phép xuất bản tài liệu không kinh doanh theo quy định tại Điều 25 Luật Xuất bản?
229,Mức phạt khi điều khiển xe ô tô mà trong máu có nồng độ cồn vượt quá 50-80 miligam/100 mililít máu
230,Trách nhiệm của người giải quyết tố cáo khi nhận được văn bản đề nghị áp dụng các biện pháp bảo vệ được quy định như thế nào?
231,"Doanh nghiệp M muốn thực hiện trao đổi, cung cấp thông tin dự báo, cảnh báo khí tượng thủy văn với tổ chức quốc tế, tổ chức, cá nhân nước ngoài không thuộc điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên phải làm gì để không vi phạm pháp luật?"
232,Hoạt động đặc thù của hợp tác xã nông nghiệp được quy định như thế nào?
233,"Sau khi các công ty phân loại upload kết quả phân loại trên website, sẽ có trường hợp cùng 1 sản phẩm, các công ty phân loại khác nhau. Vậy Bộ Y tế có là trọng tài phân giải để doanh nghiệp có cơ sở tham khảo và rà soát kết quả phân loại của mình?"
234,Hướng dẫn thủ tục bán nhà đang thế chấp tại ngân hàng được quy định như thế nào?
235,Chi phí điều tra tai nạn lao động hàng hải được quy định ra sao?
236,Đang tạm giam có được khi không phải người thân không?
237,Trách nhiệm Hội đồng quản trị công ty mục tiêu hoặc Ban đại diện quỹ đầu tư mục tiêu được quy định như thế nào?
238,Ai chịu trách nhiệm về sách giáo khoa trong giáo dục phổ thông?
239,Nhiệm vụ của nhân viên điều độ chạy tàu ga được quy định như thế nào?
240,Trung tâm sát hạch lái xe có trên 50% số xe sát hạch lái xe trong hình không bảo đảm điều kiện bị phạt bao nhiêu tiền?
241,"Thời hạn thực hiện thủ tục thẩm duyệt thiết kế về PCCC đối với các dự án, công trình là như thế nào?"
242,Trách nhiệm thực hiện bảo quản tài nguyên thông tin của các thư viện được quy định như thế nào?
243,Tiêu chuẩn người làm công tác thư viện công cộng cấp tỉnh được quy định như thế nào?
244,Bán cổ phần doanh nghiệp nhà nước tái cơ cấu lần đầu được quy định như thế nào?
245,Làm 5 tháng có được rút tiền BH?
246,"Điều khiển xe mô tô, xe gắn máy không có đèn soi biển số bị phạt bao nhiêu theo nghị định 100/2019/NĐ-CP?"
247,Hành khách không thắt dây an toàn bị phạt bao nhiêu tiền?
248,Không đăng ký tạm trú cho khách nước ngoài phạt bao nhiêu tiền?
249,"Trong quá trình làm thủ tục hải quan với hàng hóa liên quan đến hoạt động thương mại biên giới, đồng tiền thanh toán trong hoạt động thương mại biên giới được quy định như thế nào?"
250,Mức xử phạt khi mở cựa xe ô tô không bảo đảm an toàn không đảm bảo an toàn
251,Trách nhiệm của Cục Công nghệ thông tin trong việc thực hiện quy định về chế độ báo cáo định kỳ của NHNN được quy định ra sao trong văn bản mới nhất do Ngân hàng nhà nước vừa ban hành?
252,"Thiết kế bản vẽ thi công bảo quản, tu bổ, phục hồi di tích được quy định như thế nào?"
253,Thủ tục cấp Giấy chứng nhận đăng ký đầu tư ra nước ngoài?
254,"Phông chữ trình bày văn bản hành chính của các cơ quan, đơn vị trong quân đội được quy định như thế nào?"
255,Mức phạt khi điều khiển xe ô tô không có đủ đèn chiếu sáng
256,Tính an toàn của học liệu sử dụng trong các cơ sở giáo dục mầm non được quy định như thế nào?
257,Chi nhánh công ty chứng khoán nước ngoài tại Việt Nam được thực hiện nghiệp vụ nào?
258,"Trong quá trình xây dựng, tôi có điều chỉnh thiết kế làm thay đổi thay đổi hình thức kiến trúc mặt ngoài của công trình đối với công trình trong đô thị thuộc khu vực có yêu cầu về quản lý kiến trúc thì có phải đề nghị điều chỉnh giấy phép xây dựng đã được cấp hay không?"
259,Thông báo hoạt động đầu tư ở nước ngoài nộp khi nào?
260,Xây dựng trang trại nuôi lợn quy mô nhỏ cách chợ 100 m có đúng quy định không?
261,Hình thức xử lý kỷ luận cảnh cáo áp dụng đối với người giải quyết tố cáo khi nào?
262,Loại triển lãm nào phải xin cấp Giấy phép?
263,Các trường hợp được miễn chứng từ chứng nhận xuất xứ hàng hóa theo GSP ?
264,Thế nào là vận tải trung chuyển hành khách?
265,Ủy ban Cạnh tranh Quốc gia xử lý hồ sơ thông báo tập trung kinh tế như thế nào?
266,Mức phạt đối với hành vi chuyển mục đích sử dụng rừng sản xuất có diện tích 10.000 m2 trở lên không đúng quy định được quy định như thế nào?
267,"Tại Điều 8 quy định điều kiện đối với thương nhân kinh doanh mua bán khí: “ Có bồn chứa khí….hoặc có hợp đồng thuê bồn, thuê chai LPG” và tại Điều 38 quy định hồ sơ đề nghị cấp Giấy chứng nhận đủ điều kiện: tài liệu chứng minh điều kiện về PCCC; kiểm định kỹ thuật an toàn lao động bồn chứa, kiểm định chai và chứng nhận hợp quy đối với chai LPG. Đề nghị Bộ có hướng dẫn đối với các trường hợp thương nhân kinh doanh mua bán khí thuê bồn, thuê chai LPG được sử dụng hồ sơ trên của bên cho thuê bồn, thuê chai hay thương nhân phải thực hiện lại việc kiểm định bồn chứa, chai chứa và tài liệu chứng minh PCCC?"
268,"Mức phạt đối với hành vi lấn, chiếm rừng sản xuất có diện tích từ 15.000 m2 đến dưới 20.000 m2 được quy định như thế nào?"
269,Thời hạn giải quyết hồ sơ cấp giấy chứng nhận đăng ký hoạt động nhận ủy thác đầu tư gián tiếp ra nước ngoài đối với tổ chức nhận ủy thác là ngân hàng thương mại của NHNN Việt Nam là bao nhiêu ngày?
270,Doanh nghiệp nhỏ và vừa tiếp cận mạng lưới tư vấn viên pháp luật ở đâu?
271,Những quy định cơ bản để mở doanh nghiệp hoạt động dịch vụ việc làm?
272,Hồ sơ đăng ký thực hiện chương trình thưởng cổ phiếu phát hành ở nước ngoài có đối tượng tham gia là người lao động có quốc tịch Việt Nam bao gồm những giấy tờ gì?
273,"Tôi thuộc đối tượng được hưởng quyền ưu đãi, miễn trừ tại Việt Nam và có ý định tạm nhập khẩu xe hai bánh gắn máy. Xin cho hỏi tôi có được phép tạm nhập khẩu xe gắn máy đã qua sử dụng hay không?"
274,Đề nghị cho biết  Hồ sơ đề nghị cấp Giấy chứng nhận vệ sinh thú y là gì?
275,Để xét tặng Kỷ niệm chương đối với cá nhân đang làm công tác tư pháp cần đáp ứng những tiêu chuẩn gì?
276,"Để ngăn chặn người phải thi hành án tẩu tán tài sản, trốn tránh nghĩa vụ thi hành án, người được thi hành án phải làm các thủ tục gì?"
277,Trình độ đào tạo đối với một số ngành đào tạo chuyên sâu đặc thù được quy định ra sao?
278,"Đề nghị cho biết hồ sơ khai báo kiểm dịch động vật, sản phẩm động vật trên cạn nhập kho ngoại quan (KNQ)?"
279,Đề nghị cho biết cá nhân không được cấp Chứng chỉ hành nghề thú y trong trường hợp nào?
280,"Xin hỏi: thời gian cấp thẻ cho thân nhân cán bộ, chiến sĩ là bao lâu? Quy định tại văn bản nào?"
281,Quản lý hoạt động xét nghiệm HIV được quy định như thế nào?
282,Quy định về công trình phòng cháy và chữa cháy rừng được quy định như thế nào?
283,Tôi là người tiêu dùng đang có dự định ký kết hợp đồng mua bán với Doanh nghiệp A. Doanh nghiệp đã cung cấp mẫu hợp đồng cho tôi nghiên cứu và cho biết mẫu hợp đồng này đã được Cục CT&BVNTD chấp nhận. Tôi muốn kiểm tra xem thông tin do doanh nghiệp cung cấp có chính xác hay không? Cục CT&BVNTD có thể cung cấp mẫu hợp đồng của doanh nghiệp A đã được Cục CT&BVNTD chấp nhận cho tôi hay không?
284,"Xin hỏi, người dân có thể lên Trụ sở tiếp công dân ở Trung ương để khiếu nại, tố cáo, phản ánh những vấn đề ở địa phương không?"
285,"Công ty tôi muốn sản xuất tiền chất thuốc nổ, điều kiện để được cấp Giấy chứng nhận đủ điều kiện sản xuất tiền chất thuốc nổ là gì?"
286,"Đình chỉ cuộc thầu, không công nhận kết quả lựa chọn nhà đầu tư được quy định thế nào?"
287,Văn bản hướng dẫn trình tự quy định việc điều chỉnh nhiệm vụ khuyến nông thường xuyên?
288,"Chi phí bồi dưỡng bắt buộc về chuyên môn, nghiệp vụ của luật sư được quy định như thế nào?"
289,Đã kết hôn có được thi đại học không?
290,"Những ngành, nghề đầu tư kinh doanh có điều kiện về an ninh, trật tự nào phải xây dựng phương án đảm bảo an ninh, trật tự?"
291,"Điều kiện cấp mới chứng thư số cho cơ quan, tổ chức là gì?"
292,Trả khách trên đường cao tốc phạt bao nhiêu tiền?
293,Mức chi phí ủy quyền trả thưởng cho đại lý xổ số được quy định như thế nào?
294,Tôi được truy thu do nâng lương thì có phải truy đóng bảo hiểm xã hội bắt buộc không?
295,"Cha, mẹ không thỏa thuận được thì họ của trẻ em được xác định như thế nào?"
296,"Hồ sơ, Trình tự thực hiện đăng ký nghĩa vụ quân sự khi thay đổi nơi cư trú hoặc nơi làm việc, học tập (đăng ký nghĩa vụ quân sự chuyển đi) đối với quân nhân dự bị  như thế nào?"
297,"Điều kiện đối với doanh nghiệp, cơ sở kinh doanh trong lĩnh vực tư vấn thẩm định về PCCC là gì?"
298,Công trình xây dựng không theo tuyến cấp đặc biệt có được cấp giấy phép theo giai đoạn không?
299,Hồ sơ giải quyết khiếu nại lần hai gồm những tài liệu gì?
